Ensembl Gene ID	Associated Gene Name	Description	EntrezGene ID
ENSMUSG00000058655	Eif4b	eukaryotic translation initiation factor 4B [Source:MGI Symbol;Acc:MGI:95304]	75705
ENSMUSG00000058672	Tubb2a	tubulin, beta 2A class IIA [Source:MGI Symbol;Acc:MGI:107861]	22151
ENSMUSG00000098475	Mir6982	microRNA 6982 [Source:MGI Symbol;Acc:MGI:5531272]	
ENSMUSG00000050846	Zfp623	zinc finger protein 623 [Source:MGI Symbol;Acc:MGI:1926084]	78834
ENSMUSG00000096075	Gm25349	predicted gene, 25349 [Source:MGI Symbol;Acc:MGI:5455126]	
ENSMUSG00000088777	Gm26039	predicted gene, 26039 [Source:MGI Symbol;Acc:MGI:5455816]	
ENSMUSG00000057346	Apol9a	apolipoprotein L 9a [Source:MGI Symbol;Acc:MGI:3606001]	223672
ENSMUSG00000106513	Gm44348	predicted gene, 44348 [Source:MGI Symbol;Acc:MGI:5690740]	
ENSMUSG00000088909	Gm25432	predicted gene, 25432 [Source:MGI Symbol;Acc:MGI:5455209]	
ENSMUSG00000098419	Mir6963	microRNA 6963 [Source:MGI Symbol;Acc:MGI:5531106]	
ENSMUSG00000033220	Rac2	RAS-related C3 botulinum substrate 2 [Source:MGI Symbol;Acc:MGI:97846]	19354
ENSMUSG00000077171	Gm25761	predicted gene, 25761 [Source:MGI Symbol;Acc:MGI:5455538]	
ENSMUSG00000060260	Pwwp2b	PWWP domain containing 2B [Source:MGI Symbol;Acc:MGI:2142008]	101631
ENSMUSG00000073079	Srp54a	signal recognition particle 54A [Source:MGI Symbol;Acc:MGI:1346087]	24067
ENSMUSG00000088481	Gm23644	predicted gene, 23644 [Source:MGI Symbol;Acc:MGI:5453421]	
ENSMUSG00000096080	Gm24710	predicted gene, 24710 [Source:MGI Symbol;Acc:MGI:5454487]	
ENSMUSG00000057577	Gm10025	predicted gene 10025 [Source:MGI Symbol;Acc:MGI:3708717]	
ENSMUSG00000047747	Rnf150	ring finger protein 150 [Source:MGI Symbol;Acc:MGI:2443860]	330812
ENSMUSG00000065578	Mir181b-2	microRNA 181b-2 [Source:MGI Symbol;Acc:MGI:3618736]	
ENSMUSG00000080409	Mir467h	microRNA 467h [Source:MGI Symbol;Acc:MGI:3783381]	
ENSMUSG00000050239	Krtap24-1	keratin associated protein 24-1 [Source:MGI Symbol;Acc:MGI:2685158]	239932
ENSMUSG00000065634	Gm24252	predicted gene, 24252 [Source:MGI Symbol;Acc:MGI:5454029]	
ENSMUSG00000106302	Mir6902	microRNA 6902 [Source:MGI Symbol;Acc:MGI:5562723]	
ENSMUSG00000064631	n-R5s42	nuclear encoded rRNA 5S 42 [Source:MGI Symbol;Acc:MGI:4421887]	
ENSMUSG00000021486	Prelid1	PRELI domain containing 1 [Source:MGI Symbol;Acc:MGI:1913744]	66494
ENSMUSG00000021486	Prelid1	PRELI domain containing 1 [Source:MGI Symbol;Acc:MGI:1913744]	102641161
ENSMUSG00000092043	Esp6	exocrine gland secreted peptide 6 [Source:MGI Symbol;Acc:MGI:3643294]	433107
ENSMUSG00000058704	Memo1	mediator of cell motility 1 [Source:MGI Symbol;Acc:MGI:1924140]	76890
ENSMUSG00000064413	Gm22245	predicted gene, 22245 [Source:MGI Symbol;Acc:MGI:5452022]	
ENSMUSG00000095595	Fam177a	family with sequence similarity 177, member A [Source:MGI Symbol;Acc:MGI:1920635]	73385
ENSMUSG00000088953	Gm24942	predicted gene, 24942 [Source:MGI Symbol;Acc:MGI:5454719]	
ENSMUSG00000064432	Gm25587	predicted gene, 25587 [Source:MGI Symbol;Acc:MGI:5455364]	
ENSMUSG00000020608	Smc6	structural maintenance of chromosomes 6 [Source:MGI Symbol;Acc:MGI:1914491]	67241
ENSMUSG00000077543	Gm22022	predicted gene, 22022 [Source:MGI Symbol;Acc:MGI:5451799]	
ENSMUSG00000096172	Gm22992	predicted gene, 22992 [Source:MGI Symbol;Acc:MGI:5452769]	
ENSMUSG00000088043	Gm23328	predicted gene, 23328 [Source:MGI Symbol;Acc:MGI:5453105]	
ENSMUSG00000023915	Tnfrsf21	tumor necrosis factor receptor superfamily, member 21 [Source:MGI Symbol;Acc:MGI:2151075]	94185
ENSMUSG00000025147	Mob2	MOB kinase activator 2 [Source:MGI Symbol;Acc:MGI:1919891]	101513
ENSMUSG00000022040	Ephx2	epoxide hydrolase 2, cytoplasmic [Source:MGI Symbol;Acc:MGI:99500]	13850
ENSMUSG00000021033	Gstz1	glutathione transferase zeta 1 (maleylacetoacetate isomerase) [Source:MGI Symbol;Acc:MGI:1341859]	14874
ENSMUSG00000025197	Cyp2c44	cytochrome P450, family 2, subfamily c, polypeptide 44 [Source:MGI Symbol;Acc:MGI:1888897]	226143
ENSMUSG00000000385	Tmprss2	transmembrane protease, serine 2 [Source:MGI Symbol;Acc:MGI:1354381]	50528
ENSMUSG00000031835	Mbtps1	membrane-bound transcription factor peptidase, site 1 [Source:MGI Symbol;Acc:MGI:1927235]	56453
ENSMUSG00000071654	Uqcc3	ubiquinol-cytochrome c reductase complex assembly factor 3 [Source:MGI Symbol;Acc:MGI:2147553]	107197
ENSMUSG00000069189	Zdhhc11	zinc finger, DHHC domain containing 11 [Source:MGI Symbol;Acc:MGI:1918414]	71164
ENSMUSG00000043889	Gm8399	predicted gene 8399 [Source:MGI Symbol;Acc:MGI:3647971]	
ENSMUSG00000003546	Klc4	kinesin light chain 4 [Source:MGI Symbol;Acc:MGI:1922014]	74764
ENSMUSG00000064326	Siva1	SIVA1, apoptosis-inducing factor [Source:MGI Symbol;Acc:MGI:1353606]	30954
ENSMUSG00000031654	Cbln1	cerebellin 1 precursor protein [Source:MGI Symbol;Acc:MGI:88281]	12404
ENSMUSG00000035933	Cog5	component of oligomeric golgi complex 5 [Source:MGI Symbol;Acc:MGI:2145130]	238123
ENSMUSG00000046585	Cfap58	cilia and flagella associated protein 58 [Source:MGI Symbol;Acc:MGI:2685815]	381229
ENSMUSG00000030825	Hsd17b14	hydroxysteroid (17-beta) dehydrogenase 14 [Source:MGI Symbol;Acc:MGI:1913315]	66065
ENSMUSG00000036430	Tbcc	tubulin-specific chaperone C [Source:MGI Symbol;Acc:MGI:1919976]	72726
ENSMUSG00000053399	Adamts18	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 18 [Source:MGI Symbol;Acc:MGI:2442600]	208936
ENSMUSG00000075470	Alg10b	asparagine-linked glycosylation 10B (alpha-1,2-glucosyltransferase) [Source:MGI Symbol;Acc:MGI:2146159]	380959
ENSMUSG00000035804	Ins1	insulin I [Source:MGI Symbol;Acc:MGI:96572]	16333
ENSMUSG00000021432	Slc35b3	solute carrier family 35, member B3 [Source:MGI Symbol;Acc:MGI:1913978]	108652
ENSMUSG00000021025	Nfkbia	nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, alpha [Source:MGI Symbol;Acc:MGI:104741]	18035
ENSMUSG00000045052	Prlhr	prolactin releasing hormone receptor [Source:MGI Symbol;Acc:MGI:2135956]	226278
ENSMUSG00000054364	Rhob	ras homolog gene family, member B [Source:MGI Symbol;Acc:MGI:107949]	11852
ENSMUSG00000035824	Tk2	thymidine kinase 2, mitochondrial [Source:MGI Symbol;Acc:MGI:1913266]	57813
ENSMUSG00000078197	Gm17374	predicted gene, 17374 [Source:MGI Symbol;Acc:MGI:4937008]	
ENSMUSG00000095742	CAAA01147332.1		
ENSMUSG00000074715	Ccl28	chemokine (C-C motif) ligand 28 [Source:MGI Symbol;Acc:MGI:1861731]	56838
ENSMUSG00000079382	Gm3443	predicted gene 3443 [Source:MGI Symbol;Acc:MGI:3781620]	
ENSMUSG00000096188	Cmtm4	CKLF-like MARVEL transmembrane domain containing 4 [Source:MGI Symbol;Acc:MGI:2142888]	97487
ENSMUSG00000078648	Gm17546	predicted gene, 17546 [Source:MGI Symbol;Acc:MGI:4937180]	
ENSMUSG00000031997	Trpc6	transient receptor potential cation channel, subfamily C, member 6 [Source:MGI Symbol;Acc:MGI:109523]	22068
ENSMUSG00000031982	Arv1	ARV1 homolog, fatty acid homeostasis modulator [Source:MGI Symbol;Acc:MGI:1916115]	68865
ENSMUSG00000019988	Nedd1	neural precursor cell expressed, developmentally down-regulated gene 1 [Source:MGI Symbol;Acc:MGI:97293]	17997
ENSMUSG00000022991	Lalba	lactalbumin, alpha [Source:MGI Symbol;Acc:MGI:96742]	16770
ENSMUSG00000024878	Cbwd1	COBW domain containing 1 [Source:MGI Symbol;Acc:MGI:2385089]	226043
ENSMUSG00000058508	Gm10042	predicted gene 10042 [Source:MGI Symbol;Acc:MGI:3708688]	
ENSMUSG00000022504	Ciita	class II transactivator [Source:MGI Symbol;Acc:MGI:108445]	12265
ENSMUSG00000055170	Ifng	interferon gamma [Source:MGI Symbol;Acc:MGI:107656]	15978
ENSMUSG00000032405	Pias1	protein inhibitor of activated STAT 1 [Source:MGI Symbol;Acc:MGI:1913125]	56469
ENSMUSG00000073985	Gm10602	predicted gene 10602 [Source:MGI Symbol;Acc:MGI:3708759]	
ENSMUSG00000073753	Gm10571	predicted gene 10571 [Source:MGI Symbol;Acc:MGI:3708701]	
ENSMUSG00000019467	Arhgef25	Rho guanine nucleotide exchange factor (GEF) 25 [Source:MGI Symbol;Acc:MGI:1277173]	52666
ENSMUSG00000001995	Sipa1l2	signal-induced proliferation-associated 1 like 2 [Source:MGI Symbol;Acc:MGI:2676970]	244668
ENSMUSG00000095799	Gm8332	predicted pseudogene 8332 [Source:MGI Symbol;Acc:MGI:3644018]	100039042
ENSMUSG00000095799	Gm8332	predicted pseudogene 8332 [Source:MGI Symbol;Acc:MGI:3644018]	102642254
ENSMUSG00000049106	Dcaf5	DDB1 and CUL4 associated factor 5 [Source:MGI Symbol;Acc:MGI:2444785]	320808
ENSMUSG00000071273	Gm5145	predicted pseudogene 5145 [Source:MGI Symbol;Acc:MGI:3645482]	
ENSMUSG00000010154	Spire2	spire homolog 2 (Drosophila) [Source:MGI Symbol;Acc:MGI:2446256]	234857
ENSMUSG00000091785	Rpl29-ps5	ribosomal protein L29, pseudogene 5 [Source:MGI Symbol;Acc:MGI:3646368]	
ENSMUSG00000069117	Gm10260	predicted gene 10260 [Source:MGI Symbol;Acc:MGI:3642298]	
ENSMUSG00000044724	Gpr152	G protein-coupled receptor 152 [Source:MGI Symbol;Acc:MGI:2685519]	269053
ENSMUSG00000048544	5930422O12Rik	RIKEN cDNA 5930422O12 gene [Source:MGI Symbol;Acc:MGI:2442538]	
ENSMUSG00000025354	Dnajc14	DnaJ heat shock protein family (Hsp40) member C14 [Source:MGI Symbol;Acc:MGI:1921580]	74330
ENSMUSG00000095895	Gm21963	predicted gene, 21963 [Source:MGI Symbol;Acc:MGI:5439432]	
ENSMUSG00000094597	Gm4810	predicted gene 4810 [Source:MGI Symbol;Acc:MGI:3648106]	
ENSMUSG00000095692	Cbx3-ps2	chromobox 3, pseudogene 2 [Source:MGI Symbol;Acc:MGI:1890539]	
ENSMUSG00000070720	Tmem200b	transmembrane protein 200B [Source:MGI Symbol;Acc:MGI:3646343]	623230
ENSMUSG00000005312	Ubqln1	ubiquilin 1 [Source:MGI Symbol;Acc:MGI:1860276]	56085
ENSMUSG00000088334	Gm22842	predicted gene, 22842 [Source:MGI Symbol;Acc:MGI:5452619]	
ENSMUSG00000092845	Gm24328	predicted gene, 24328 [Source:MGI Symbol;Acc:MGI:5454105]	
ENSMUSG00000021260	Hhipl1	hedgehog interacting protein-like 1 [Source:MGI Symbol;Acc:MGI:1919265]	214305
ENSMUSG00000043068	Fam89a	family with sequence similarity 89, member A [Source:MGI Symbol;Acc:MGI:1916877]	69627
ENSMUSG00000095347	Gm26095	predicted gene, 26095 [Source:MGI Symbol;Acc:MGI:5455872]	
ENSMUSG00000077460	Gm26419	predicted gene, 26419 [Source:MGI Symbol;Acc:MGI:5456196]	
ENSMUSG00000091530	Cldn20	claudin 20 [Source:MGI Symbol;Acc:MGI:3646757]	621628
ENSMUSG00000060950	Trmt61a	tRNA methyltransferase 61A [Source:MGI Symbol;Acc:MGI:2443487]	328162
ENSMUSG00000092727	Mir3062	microRNA 3062 [Source:MGI Symbol;Acc:MGI:4834234]	
ENSMUSG00000050138	Kcnk12	potassium channel, subfamily K, member 12 [Source:MGI Symbol;Acc:MGI:2684043]	210741
ENSMUSG00000065817	Gm24698	predicted gene, 24698 [Source:MGI Symbol;Acc:MGI:5454475]	
ENSMUSG00000064948	Gm23241	predicted gene, 23241 [Source:MGI Symbol;Acc:MGI:5453018]	
ENSMUSG00000076049	Mir598	microRNA 598 [Source:MGI Symbol;Acc:MGI:3718554]	
ENSMUSG00000097061	9330151L19Rik	RIKEN cDNA 9330151L19 gene [Source:MGI Symbol;Acc:MGI:3041168]	
ENSMUSG00000080636	Gm25510	predicted gene, 25510 [Source:MGI Symbol;Acc:MGI:5455287]	
ENSMUSG00000093976	Gm8674	predicted gene 8674 [Source:MGI Symbol;Acc:MGI:3645762]	
ENSMUSG00000095636	Gm22950	predicted gene, 22950 [Source:MGI Symbol;Acc:MGI:5452727]	
ENSMUSG00000089265	Gm22888	predicted gene, 22888 [Source:MGI Symbol;Acc:MGI:5452665]	
ENSMUSG00000038482	Tfdp1	transcription factor Dp 1 [Source:MGI Symbol;Acc:MGI:101934]	21781
ENSMUSG00000089237	Gm22206	predicted gene, 22206 [Source:MGI Symbol;Acc:MGI:5451983]	
ENSMUSG00000096855	n-R5s120	nuclear encoded rRNA 5S 120 [Source:MGI Symbol;Acc:MGI:4421972]	
ENSMUSG00000035614	Fam179b	family with sequence similarity 179, member B [Source:MGI Symbol;Acc:MGI:2684313]	328108
ENSMUSG00000057446	Cts8	cathepsin 8 [Source:MGI Symbol;Acc:MGI:1860275]	56094
ENSMUSG00000093149	Gm23374	predicted gene, 23374 [Source:MGI Symbol;Acc:MGI:5453151]	
ENSMUSG00000021086	Ccdc175	coiled-coil domain containing 175 [Source:MGI Symbol;Acc:MGI:1921186]	73936
ENSMUSG00000098811	Mir6913	microRNA 6913 [Source:MGI Symbol;Acc:MGI:5531170]	
ENSMUSG00000104844	AC124193.1		
ENSMUSG00000098865	Gm27702	predicted gene, 27702 [Source:MGI Symbol;Acc:MGI:5531084]	
ENSMUSG00000093864	Gm22633	predicted gene, 22633 [Source:MGI Symbol;Acc:MGI:5452410]	
ENSMUSG00000055629	B4galnt4	beta-1,4-N-acetyl-galactosaminyl transferase 4 [Source:MGI Symbol;Acc:MGI:2652891]	330671
ENSMUSG00000104618	Mir1839	microRNA 1839 [Source:MGI Symbol;Acc:MGI:3837345]	
ENSMUSG00000063727	Tnfrsf11b	tumor necrosis factor receptor superfamily, member 11b (osteoprotegerin) [Source:MGI Symbol;Acc:MGI:109587]	18383
ENSMUSG00000088616	Gm26000	predicted gene, 26000 [Source:MGI Symbol;Acc:MGI:5455777]	
ENSMUSG00000087872	Gm26098	predicted gene, 26098 [Source:MGI Symbol;Acc:MGI:5455875]	
ENSMUSG00000065594	Mir107	microRNA 107 [Source:MGI Symbol;Acc:MGI:3619063]	
ENSMUSG00000099160	Mir6415	microRNA 6415 [Source:MGI Symbol;Acc:MGI:5531096]	
ENSMUSG00000105581	Gm44393	predicted gene, 44393 [Source:MGI Symbol;Acc:MGI:5690785]	
ENSMUSG00000095631	n-R5s86	nuclear encoded rRNA 5S 86 [Source:MGI Symbol;Acc:MGI:4421934]	
ENSMUSG00000030966	Trim21	tripartite motif-containing 21 [Source:MGI Symbol;Acc:MGI:106657]	20821
ENSMUSG00000036291	Ap5m1	adaptor-related protein complex 5, mu 1 subunit [Source:MGI Symbol;Acc:MGI:1921635]	74385
ENSMUSG00000096107	Gm16505	predicted gene 16505 [Source:MGI Symbol;Acc:MGI:3642261]	
ENSMUSG00000077683	Gm22494	predicted gene, 22494 [Source:MGI Symbol;Acc:MGI:5452271]	
ENSMUSG00000075006	Gm10799	predicted gene 10799 [Source:MGI Symbol;Acc:MGI:3642868]	
ENSMUSG00000088995	Gm22764	predicted gene, 22764 [Source:MGI Symbol;Acc:MGI:5452541]	
ENSMUSG00000094598	Gm24694	predicted gene, 24694 [Source:MGI Symbol;Acc:MGI:5454471]	
ENSMUSG00000068181	Gm10234	predicted gene 10234 [Source:MGI Symbol;Acc:MGI:3642207]	
ENSMUSG00000095501	Gm22449	predicted gene, 22449 [Source:MGI Symbol;Acc:MGI:5452226]	
ENSMUSG00000064958	Gm24921	predicted gene, 24921 [Source:MGI Symbol;Acc:MGI:5454698]	
ENSMUSG00000050853	Olfr958	olfactory receptor 958 [Source:MGI Symbol;Acc:MGI:3030792]	258327
ENSMUSG00000056457	Prl2c3	prolactin family 2, subfamily c, member 3 [Source:MGI Symbol;Acc:MGI:1341833]	18812
ENSMUSG00000056457	Prl2c3	prolactin family 2, subfamily c, member 3 [Source:MGI Symbol;Acc:MGI:1341833]	26421
ENSMUSG00000105612	Gm44328	predicted gene, 44328 [Source:MGI Symbol;Acc:MGI:5690720]	
ENSMUSG00000052221	Ppp1r36	protein phosphatase 1, regulatory subunit 36 [Source:MGI Symbol;Acc:MGI:2684916]	210762
ENSMUSG00000025014	Dntt	deoxynucleotidyltransferase, terminal [Source:MGI Symbol;Acc:MGI:98659]	21673
ENSMUSG00000092876	Gm25641	predicted gene, 25641 [Source:MGI Symbol;Acc:MGI:5455418]	
ENSMUSG00000038214	Bend3	BEN domain containing 3 [Source:MGI Symbol;Acc:MGI:2677212]	331623
ENSMUSG00000096667	Gm22862	predicted gene, 22862 [Source:MGI Symbol;Acc:MGI:5452639]	
ENSMUSG00000099179	Gm27980	predicted gene, 27980 [Source:MGI Symbol;Acc:MGI:5531362]	
ENSMUSG00000032257	Ankk1	ankyrin repeat and kinase domain containing 1 [Source:MGI Symbol;Acc:MGI:3045301]	244859
ENSMUSG00000065760	Gm23848	predicted gene, 23848 [Source:MGI Symbol;Acc:MGI:5453625]	
ENSMUSG00000065118	Gm23297	predicted gene, 23297 [Source:MGI Symbol;Acc:MGI:5453074]	
ENSMUSG00000077633	Gm22148	predicted gene, 22148 [Source:MGI Symbol;Acc:MGI:5451925]	
ENSMUSG00000038064	Cldn22	claudin 22 [Source:MGI Symbol;Acc:MGI:1922927]	75677
ENSMUSG00000096528	G430049J08Rik	RIKEN cDNA G430049J08 gene [Source:MGI Symbol;Acc:MGI:3645649]	
ENSMUSG00000095053	Gm25671	predicted gene, 25671 [Source:MGI Symbol;Acc:MGI:5455448]	
ENSMUSG00000036278	Macrod1	MACRO domain containing 1 [Source:MGI Symbol;Acc:MGI:2147583]	107227
ENSMUSG00000095614	Gm6291	predicted gene 6291 [Source:MGI Symbol;Acc:MGI:3648803]	
ENSMUSG00000093615	Mir5618	microRNA 5618 [Source:MGI Symbol;Acc:MGI:5453462]	
ENSMUSG00000049090	Zadh2	zinc binding alcohol dehydrogenase, domain containing 2 [Source:MGI Symbol;Acc:MGI:2444835]	225791
ENSMUSG00000089516	Gm26290	predicted gene, 26290 [Source:MGI Symbol;Acc:MGI:5456067]	
ENSMUSG00000046230	Vps13a	vacuolar protein sorting 13A (yeast) [Source:MGI Symbol;Acc:MGI:2444304]	271564
ENSMUSG00000094352	Gm2777	predicted gene 2777 [Source:MGI Symbol;Acc:MGI:3780946]	100040448
ENSMUSG00000088542	Gm24962	predicted gene, 24962 [Source:MGI Symbol;Acc:MGI:5454739]	
ENSMUSG00000077295	Gm24122	predicted gene, 24122 [Source:MGI Symbol;Acc:MGI:5453899]	
ENSMUSG00000080451	Gm24193	predicted gene, 24193 [Source:MGI Symbol;Acc:MGI:5453970]	
ENSMUSG00000025016	Tm9sf3	transmembrane 9 superfamily member 3 [Source:MGI Symbol;Acc:MGI:1914262]	107358
ENSMUSG00000042874	D930007J09Rik	RIKEN cDNA D930007J09 gene [Source:MGI Symbol;Acc:MGI:3686989]	
ENSMUSG00000020091	Eif4ebp2	eukaryotic translation initiation factor 4E binding protein 2 [Source:MGI Symbol;Acc:MGI:109198]	13688
ENSMUSG00000098798	Gm27288	predicted gene, 27288 [Source:MGI Symbol;Acc:MGI:5530670]	
ENSMUSG00000084540	n-R5s84	nuclear encoded rRNA 5S 84 [Source:MGI Symbol;Acc:MGI:4421932]	
ENSMUSG00000063180	Gm10126	predicted gene 10126 [Source:MGI Symbol;Acc:MGI:3809072]	
ENSMUSG00000088184	Gm23137	predicted gene, 23137 [Source:MGI Symbol;Acc:MGI:5452914]	
ENSMUSG00000021215	Net1	neuroepithelial cell transforming gene 1 [Source:MGI Symbol;Acc:MGI:1927138]	56349
ENSMUSG00000055763	Rybp-ps	RING1 and YY1 binding protein, pseudogene [Source:MGI Symbol;Acc:MGI:3648043]	
ENSMUSG00000098373	Gm27679	predicted gene, 27679 [Source:MGI Symbol;Acc:MGI:5531061]	
ENSMUSG00000045204	Olfr835	olfactory receptor 835 [Source:MGI Symbol;Acc:MGI:3030669]	257872
ENSMUSG00000031791	Tmem38a	transmembrane protein 38A [Source:MGI Symbol;Acc:MGI:1921416]	74166
ENSMUSG00000098709	Gm27528	predicted gene, 27528 [Source:MGI Symbol;Acc:MGI:5530910]	
ENSMUSG00000092835	Gm24819	predicted gene, 24819 [Source:MGI Symbol;Acc:MGI:5454596]	
ENSMUSG00000024687	Osbp	oxysterol binding protein [Source:MGI Symbol;Acc:MGI:97447]	76303
ENSMUSG00000093933	Gm25526	predicted gene, 25526 [Source:MGI Symbol;Acc:MGI:5455303]	
ENSMUSG00000076039	Gm22137	predicted gene, 22137 [Source:MGI Symbol;Acc:MGI:5451914]	
ENSMUSG00000092851	Gm25960	predicted gene, 25960 [Source:MGI Symbol;Acc:MGI:5455737]	
ENSMUSG00000098871	Mir6381	microRNA 6381 [Source:MGI Symbol;Acc:MGI:5531345]	
ENSMUSG00000087842	Gm25622	predicted gene, 25622 [Source:MGI Symbol;Acc:MGI:5455399]	
ENSMUSG00000077567	Gm23200	predicted gene, 23200 [Source:MGI Symbol;Acc:MGI:5452977]	
ENSMUSG00000033020	Polr2f	polymerase (RNA) II (DNA directed) polypeptide F [Source:MGI Symbol;Acc:MGI:1349393]	69833
ENSMUSG00000098310	Mir8118	microRNA 8118 [Source:MGI Symbol;Acc:MGI:5531336]	
ENSMUSG00000095894	Gm24795	predicted gene, 24795 [Source:MGI Symbol;Acc:MGI:5454572]	
ENSMUSG00000077131	Gm23578	predicted gene, 23578 [Source:MGI Symbol;Acc:MGI:5453355]	
ENSMUSG00000065498	Mir379	microRNA 379 [Source:MGI Symbol;Acc:MGI:3619386]	
ENSMUSG00000064867	Gm25039	predicted gene, 25039 [Source:MGI Symbol;Acc:MGI:5454816]	
ENSMUSG00000095394	Gm25485	predicted gene, 25485 [Source:MGI Symbol;Acc:MGI:5455262]	
ENSMUSG00000095297	Gm25381	predicted gene, 25381 [Source:MGI Symbol;Acc:MGI:5455158]	
ENSMUSG00000076966	Mir466b-2	microRNA 466b-2 [Source:MGI Symbol;Acc:MGI:3718528]	
ENSMUSG00000088510	Gm23036	predicted gene, 23036 [Source:MGI Symbol;Acc:MGI:5452813]	
ENSMUSG00000077169	Gm25396	predicted gene, 25396 [Source:MGI Symbol;Acc:MGI:5455173]	
ENSMUSG00000063230	Olfr535	olfactory receptor 535 [Source:MGI Symbol;Acc:MGI:3030369]	258956
ENSMUSG00000076951	Gm24932	predicted gene, 24932 [Source:MGI Symbol;Acc:MGI:5454709]	
ENSMUSG00000077338	Gm23294	predicted gene, 23294 [Source:MGI Symbol;Acc:MGI:5453071]	
ENSMUSG00000098960	Mir7056	microRNA 7056 [Source:MGI Symbol;Acc:MGI:5531078]	
ENSMUSG00000089481	Gm24738	predicted gene, 24738 [Source:MGI Symbol;Acc:MGI:5454515]	
ENSMUSG00000094980	Gm23727	predicted gene, 23727 [Source:MGI Symbol;Acc:MGI:5453504]	
ENSMUSG00000003309	Ap1m2	adaptor protein complex AP-1, mu 2 subunit [Source:MGI Symbol;Acc:MGI:1336974]	11768
ENSMUSG00000093031	Gm22662	predicted gene, 22662 [Source:MGI Symbol;Acc:MGI:5452439]	
ENSMUSG00000021359	Tfap2a	transcription factor AP-2, alpha [Source:MGI Symbol;Acc:MGI:104671]	21418
ENSMUSG00000065859	Gm22351	predicted gene, 22351 [Source:MGI Symbol;Acc:MGI:5452128]	
ENSMUSG00000092698	Gm22926	predicted gene, 22926 [Source:MGI Symbol;Acc:MGI:5452703]	
ENSMUSG00000080613	Gm22151	predicted gene, 22151 [Source:MGI Symbol;Acc:MGI:5451928]	
ENSMUSG00000025479	Cyp2e1	cytochrome P450, family 2, subfamily e, polypeptide 1 [Source:MGI Symbol;Acc:MGI:88607]	13106
ENSMUSG00000094605	Gm25873	predicted gene, 25873 [Source:MGI Symbol;Acc:MGI:5455650]	
ENSMUSG00000091712	Sec14l5	SEC14-like lipid binding 5 [Source:MGI Symbol;Acc:MGI:3616084]	665119
ENSMUSG00000095070	Gm24508	predicted gene, 24508 [Source:MGI Symbol;Acc:MGI:5454285]	
ENSMUSG00000093246	Gm24572	predicted gene, 24572 [Source:MGI Symbol;Acc:MGI:5454349]	
ENSMUSG00000077538	Gm22545	predicted gene, 22545 [Source:MGI Symbol;Acc:MGI:5452322]	
ENSMUSG00000088615	Gm22485	predicted gene, 22485 [Source:MGI Symbol;Acc:MGI:5452262]	
ENSMUSG00000059473	Olfr979	olfactory receptor 979 [Source:MGI Symbol;Acc:MGI:3030813]	259112
ENSMUSG00000088270	Gm23122	predicted gene, 23122 [Source:MGI Symbol;Acc:MGI:5452899]	
ENSMUSG00000050876	Spata31d1a	spermatogenesis associated 31 subfamily D, member 1A [Source:MGI Symbol;Acc:MGI:1919469]	72219
ENSMUSG00000077085	Gm23697	predicted gene, 23697 [Source:MGI Symbol;Acc:MGI:5453474]	
ENSMUSG00000084682	Gm22024	predicted gene, 22024 [Source:MGI Symbol;Acc:MGI:5451801]	
ENSMUSG00000076407	Gm22689	predicted gene, 22689 [Source:MGI Symbol;Acc:MGI:5452466]	
ENSMUSG00000074922	Fam122a	family with sequence similarity 122, member A [Source:MGI Symbol;Acc:MGI:1915284]	68034
ENSMUSG00000095944	n-R5s210	nuclear encoded rRNA 5S 210 [Source:MGI Symbol;Acc:MGI:4422075]	
ENSMUSG00000062432	Cyp26c1	cytochrome P450, family 26, subfamily c, polypeptide 1 [Source:MGI Symbol;Acc:MGI:2679699]	546726
ENSMUSG00000092819	Gm23639	predicted gene, 23639 [Source:MGI Symbol;Acc:MGI:5453416]	
ENSMUSG00000022391	Rangap1	RAN GTPase activating protein 1 [Source:MGI Symbol;Acc:MGI:103071]	19387
ENSMUSG00000024420	Zfp521	zinc finger protein 521 [Source:MGI Symbol;Acc:MGI:95459]	225207
ENSMUSG00000021556	Golm1	golgi membrane protein 1 [Source:MGI Symbol;Acc:MGI:1917329]	105348
ENSMUSG00000084666	Gm23211	predicted gene, 23211 [Source:MGI Symbol;Acc:MGI:5452988]	
ENSMUSG00000077196	Gm22267	predicted gene, 22267 [Source:MGI Symbol;Acc:MGI:5452044]	
ENSMUSG00000032212	Sltm	SAFB-like, transcription modulator [Source:MGI Symbol;Acc:MGI:1913910]	66660
ENSMUSG00000076014	Mir669a-2	microRNA 669a-2 [Source:MGI Symbol;Acc:MGI:3629622]	
ENSMUSG00000105723	Mir7210	microRNA 7210 [Source:MGI Symbol;Acc:MGI:5562740]	
ENSMUSG00000094845	Tmem95	transmembrane protein 95 [Source:MGI Symbol;Acc:MGI:3779488]	100503361
ENSMUSG00000088233	Gm25428	predicted gene, 25428 [Source:MGI Symbol;Acc:MGI:5455205]	
