ABF1	ACE2	ADR1	ARG80	ARG81	ARO80	ASH1	AZF1	BAS1	CAD1	CBF1	CHA4	CIN5	CRZ1	CUP9	DAL81	DAL82	DIG1	DOT6	ECM22	FHL1	FKH1	FKH2	FZF1	GAL4	GAT1	GAT3	GCN4	GCR1	GCR2	GLN3	GRF10.Pho2.	GTS1	HAA1	HAL9	HAP2	HAP3	HAP4	HAP5	HIR1	HIR2	HMS1	HSF1	IME4	INO2	INO4	IXR1	LEU3	MAC1	MAL13	MAL33	MATa1	MBP1	MCM1	MET31	MET4	MIG1	MOT3	MSN1	MSN2	MSN4	MSS11	MTH1	NDD1	NRG1	PDR1	PHD1	PHO4	PUT3	RAP1	RCS1	REB1	RFX1	RGM1	RGT1	RIM101	RLM1	RME1	ROX1	RPH1	RTG1	RTG3	RTS2	SFL1	SFP1	SIG1	SIP4	SKN7	SKO1	SMP1	SOK2	SRD1	STB1	STE12	STP1	STP2	SUM1	SWI4	SWI5	SWI6	THI2	UGA3	USV1	YAP1	YAP3	YAP5	YAP6	YAP7	YBR267W	YFL044C	YJL206C	ZAP1	ZMS1
YOL015W	0.74	0.15	0.06	0.81	0.72	0.56	0.71	0.24	0.63	0.23	0.21	0.3	0.85	0.04	0.81	0.93	0.73	0.68	0.4	0.088	0.62	0.61	0.77	0.88	0.27	0.11	0.52	0.25	0.12	0.86	0.66	1	0.56	0.61	0.98	0.81	0.35	0.37	0.44	0.18	0.71	0.68	0.62	0.87	0.11	0.16	0.56	0.81	0.43	0.64	0.27	0.74	0.37	0.6	0.87	0.6	0.45	0.49	0.64	0.91	0.42	0.7	0.69	0.66	0.06	0.87	0.2	0.64	0.7	0.1	0.59	0.82	0.94	0.6	0.48	0.021	0.14	0.55	0.42	0.61	0.27	0.45	0.9	0.32	0.022	0.43	0.78	0.74	0.55	0.77	0.54	0.45	0.36	0.6	0.68	0.82	0.29	0.64	0.63	0.47	0.57	0.95	0.99	0.29	0.11	0.59	0.72	0.46	0.53	0.25	0.39	0.4	0.91
YOL016C	0.74	0.15	0.06	0.81	0.72	0.56	0.71	0.24	0.63	0.23	0.21	0.3	0.85	0.04	0.81	0.93	0.73	0.68	0.4	0.088	0.62	0.61	0.77	0.88	0.27	0.11	0.52	0.25	0.12	0.86	0.66	1	0.56	0.61	0.98	0.81	0.35	0.37	0.44	0.18	0.71	0.68	0.62	0.87	0.11	0.16	0.56	0.81	0.43	0.64	0.27	0.74	0.37	0.6	0.87	0.6	0.45	0.49	0.64	0.91	0.42	0.7	0.69	0.66	0.06	0.87	0.2	0.64	0.7	0.1	0.59	0.82	0.94	0.6	0.48	0.021	0.14	0.55	0.42	0.61	0.27	0.45	0.9	0.32	0.022	0.43	0.78	0.74	0.55	0.77	0.54	0.45	0.36	0.6	0.68	0.82	0.29	0.64	0.63	0.47	0.57	0.95	0.99	0.29	0.11	0.59	0.72	0.46	0.53	0.25	0.39	0.4	0.91
YOL017W	0.47	0.39	0.91	0.0054	0.55	0.07	0.45	0.12	0.17	0.79	0.94	0.37	0.5	0.84	0.72	0.054	0.95	0.5	0.22	0.97	0.82	0.76	0.74	0.29	0.14	0.92	0.48	0.42	0.92	0.13	0.41	0.38	0.14	0.76	0.12	0.55	0.25	0.26	0.044	0.94	0.45	0.14	0.6	0.57	0.65	0.94	0.66	0.35	0.8	0.57	0.95	0.76	1	1	0.093	0.99	0.65	0.99	1	0.45	0.48	0.75	0.84	1	0.025	0.79	0.46	1	0.98	0.44	0.33	0.82	0.36	0.9	0.6	0.15	0.48	0.015	0.91	1	0.081	0.15	0.72	1	0.26	0.66	0.024	0.38	0.85	0.52	1	0.097	0.15	1	0.24	0.55	0.23	0.043	0.59	1	0.076	0.88	0.9	0.2	0.69	0.9	0.16	0.6	0.58	0.043	0.36	0.28	0.77
YOL018C	0.47	0.39	0.91	0.0054	0.55	0.07	0.45	0.12	0.17	0.79	0.94	0.37	0.5	0.84	0.72	0.054	0.95	0.5	0.22	0.97	0.82	0.76	0.74	0.29	0.14	0.92	0.48	0.42	0.92	0.13	0.41	0.38	0.14	0.76	0.12	0.55	0.25	0.26	0.044	0.94	0.45	0.14	0.6	0.57	0.65	0.94	0.66	0.35	0.8	0.57	0.95	0.76	1	1	0.093	0.99	0.65	0.99	1	0.45	0.48	0.75	0.84	1	0.025	0.79	0.46	1	0.98	0.44	0.33	0.82	0.36	0.9	0.6	0.15	0.48	0.015	0.91	1	0.081	0.15	0.72	1	0.26	0.66	0.024	0.38	0.85	0.52	1	0.097	0.15	1	0.24	0.55	0.23	0.043	0.59	1	0.076	0.88	0.9	0.2	0.69	0.9	0.16	0.6	0.58	0.043	0.36	0.28	0.77
YOL019W	0.79	0.6	0.68	0.9	0.77	1	0.14	0.11	0.83	0.87	0.12	0.96	0.37	0.79	0.85	0.098	0.54	0.64	0.93	0.12	0.76	0.47	0.63	0.7	0.74	0.68	0.55	0.58	0.4	0.35	0.9	0.6	0.82	0.96	0.61	0.82	0.8	0.88	0.62	0.53	0.28	0.87	0.53	0.6	0.089	0.14	0.33	0.86	0.74	0.41	0.46	0.8	0.61	0.85	0.71	0.045	0.28	0.5	0.5	0.98	0.88	0.71	0.39	0.65	0.79	0.92	0.71	0.6	0.14	0.21	0.93	0.85	0.61	0.082	0.92	0.65	0.31	0.25	0.092	0.77	0.87	0.91	0.59	0.75	0.27	0.78	0.66	0.61	0.84	0.21	0.6	0.47	0.27	0.43	0.4	0.79	0.028	0.00086	0.49	0.48	0.98	0.94	0.68	0.58	0.25	0.72	0.34	0.24	0.95	0.37	0.62	0.63	0.64
YOL020W	0.25	0.82	0.54	0.57	0.66	0.82	0.61	0.029	0.31	0.59	0.52	0.33	0.49	0.67	0.37	0.0025	0.38	0.66	0.54	0.59	0.76	0.58	0.74	0.71	0.7	0.53	0.26	0.3	0.39	0.79	0.72	0.61	0.77	0.93	0.3	0.32	0.39	0.55	0.44	0.44	0.35	0.32	0.64	0.8	0.22	0.032	0.27	0.49	0.22	0.72	0.57	0.85	0.74	0.8	0.65	0.19	0.7	0.44	0.57	0.97	0.88	0.72	0.46	0.77	0.59	0.85	0.3	0.7	0.62	0.51	0.87	0.022	0.39	0.47	0.9	0.37	0.39	0.077	0.27	0.58	0.72	0.87	0.89	0.75	0.028	0.73	0.52	0.48	0.57	0.49	0.71	0.76	0.68	0.82	0.01	0.56	0.1	0.061	0.51	0.52	0.97	0.75	0.12	0.28	0.79	0.68	0.39	0.78	0.94	0.47	0.14	0.67	0.029
YOL021C	0.25	0.82	0.54	0.57	0.66	0.82	0.61	0.029	0.31	0.59	0.52	0.33	0.49	0.67	0.37	0.0025	0.38	0.66	0.54	0.59	0.76	0.58	0.74	0.71	0.7	0.53	0.26	0.3	0.39	0.79	0.72	0.61	0.77	0.93	0.3	0.32	0.39	0.55	0.44	0.44	0.35	0.32	0.64	0.8	0.22	0.032	0.27	0.49	0.22	0.72	0.57	0.85	0.74	0.8	0.65	0.19	0.7	0.44	0.57	0.97	0.88	0.72	0.46	0.77	0.59	0.85	0.3	0.7	0.62	0.51	0.87	0.022	0.39	0.47	0.9	0.37	0.39	0.077	0.27	0.58	0.72	0.87	0.89	0.75	0.028	0.73	0.52	0.48	0.57	0.49	0.71	0.76	0.68	0.82	0.01	0.56	0.1	0.061	0.51	0.52	0.97	0.75	0.12	0.28	0.79	0.68	0.39	0.78	0.94	0.47	0.14	0.67	0.029
YOL022C	0.9	0.96	0.99	0.23	0.55	0.39	0.49	0.1	0.79	0.4	0.56	0.6	0.48	0.89	0.57	0.43	0.91	0.83	0.86	0.17	0.88	0.57	0.87	0.5	0.35	0.012	0.078	0.76	0.39	0.33	0.68	0.14	1	0.64	0.55	0.61	0.1	0.75	0.65	0.59	0.63	0.79	0.24	0.91	0.49	0.5	0.39	0.32	0.0096	0.85	0.073	0.72	0.7	0.39	0.49	0.012	0.066	6e-04	0.46	0.98	0.96	0.68	0.067	0.64	0.64	0.27	0.53	0.89	0.061	0.73	0.85	0.17	0.44	0.064	0.51	0.38	0.11	0.4	0.039	0.26	0.81	0.38	0.0038	0.4	0.15	0.87	0.7	0.89	0.74	0.58	0.74	0.37	0.93	0.77	0.51	0.52	0.42	0.96	0.56	0.94	0.77	0.16	0.06	0.92	0.03	0.43	0.16	0.041	0.79	0.49	0.99	0.34	0.038
YOL023W	0.47	0.16	0.34	0.35	0.58	0.23	0.92	0.058	0.0013	0.41	0.83	1	0.76	0.068	0.68	0.66	0.75	0.19	0.42	0.76	0.44	2.1e-06	0.00045	0.033	1	0.88	0.74	0.06	0.2	0.00011	0.09	0.5	0.29	0.32	0.85	0.27	0.0012	0.76	0.084	0.88	0.038	0.58	0.88	0.38	0.99	0.59	0.66	0.5	0.12	0.99	0.95	0.014	0.19	0.014	0.34	0.97	0.22	0.91	0.92	0.64	0.39	0.96	0.6	0.25	0.019	0.017	0.24	0.53	1	0.69	0.12	0.0092	0.98	0.77	0.94	0.16	0.3	0.18	0.45	1	0.16	0.095	0.72	1	0.31	0.79	0.048	0.24	0.64	0.87	0.92	0.51	0.5	0.016	5e-04	0.29	0.0014	0.49	0.71	0.073	0.12	1	0.87	0.2	1	0.8	0.26	0.73	0.5	0.00021	0.14	0.12	0.68
YOL024W	0.6	0.2	0.3	0.65	0.28	0.35	0.42	0.45	1	0.84	0.6	1	0.79	1	1	0.74	0.42	0.19	0.74	0.44	0.32	0.25	1	0.31	1	0.54	0.95	0.3	0.88	0.45	0.031	0.35	0.06	0.78	0.11	0.5	0.076	0.67	0.57	0.75	0.6	0.05	0.33	0.79	0.7	0.95	1	0.46	0.42	0.37	0.75	1	0.37	1	0.3	0.63	0.74	0.54	0.038	0.74	0.52	1	0.43	0.51	0.24	0.18	0.46	0.12	0.93	0.51	0.1	0.59	0.32	0.88	1	0.022	1	0.31	0.67	1	0.074	0.16	0.34	1	0.94	0.64	0.26	0.13	1	0.91	0.45	0.17	0.46	0.62	0.47	0.59	0.25	1	1	0.73	0.055	1	1	0.65	0.62	1	0.88	0.6	0.061	0.31	1	0.43	1
YOL025W	0.5	0.42	0.96	0.57	0.94	0.9	0.068	0.12	0.96	0.82	0.36	0.97	0.65	0.87	0.93	0.14	0.11	0.34	0.83	0.096	0.26	0.58	1	0.58	0.82	0.35	0.34	0.88	0.57	0.21	0.89	0.2	0.27	0.47	0.66	0.57	0.77	0.97	0.85	0.83	0.61	0.95	0.33	0.86	0.57	0.9	0.53	0.66	0.6	0.64	0.47	0.023	0.1	0.58	0.39	0.62	0.38	0.065	0.4	0.86	0.8	0.24	0.25	0.32	0.5	0.72	0.7	0.76	0.57	0.54	0.71	0.59	0.82	0.48	0.4	0.55	0.72	0.073	0.16	0.39	0.54	0.59	0.074	0.73	0.8	0.76	0.56	0.24	0.17	0.61	0.28	0.24	0.58	0.65	0.61	0.17	0.52	1	0.62	0.86	0.67	0.21	0.27	0.86	0.16	0.66	0.56	0.19	0.68	0.49	1	0.47	0.25
YOL026C	0.011	0.98	0.93	0.78	0.83	0.96	0.018	0.33	0.43	0.8	0.085	0.9	0.53	0.38	0.72	0.55	0.33	0.64	0.95	0.038	0.47	0.43	0.85	0.17	0.54	0.07	0.29	0.99	0.04	0.17	0.96	0.98	0.34	0.79	0.8	0.049	0.67	0.92	0.79	0.84	0.29	0.59	0.12	0.81	0.21	0.24	0.38	0.69	0.061	0.38	0.11	0.4	0.69	0.96	0.34	0.059	0.13	0.095	0.2	0.98	0.97	0.8	0.12	0.65	0.74	0.5	0.76	0.88	0.011	0.8	0.96	0.7	0.46	0.089	0.46	0.29	0.12	0.78	0.0061	1	0.96	0.89	0.11	0.23	0.62	0.96	0.49	0.56	0.78	0.73	0.77	0.16	0.47	0.74	0.51	0.71	0.29	0.86	0.98	0.6	0.68	0.44	0.24	0.99	0.22	0.48	0.69	0.15	0.89	0.87	0.89	0.021	0.24
YOL027C	0.2	0.88	0.45	0.89	0.96	0.96	0.053	0.55	0.58	0.57	0.16	0.88	0.95	0.29	0.97	0.87	0.046	0.88	1	0.14	0.83	0.17	0.95	0.47	0.28	0.037	0.56	0.14	0.42	0.85	0.94	0.87	0.18	0.35	0.98	0.54	0.77	0.94	0.95	0.84	0.56	0.96	0.18	0.96	0.057	0.006	0.8	0.65	0.27	0.45	0.063	0.91	0.78	0.92	0.96	0.7	0.73	0.29	0.67	0.95	0.62	0.86	0.0023	0.8	0.4	0.73	1	0.7	0.57	0.31	0.95	0.7	0.96	0.33	0.42	0.1	0.33	0.89	0.58	0.8	0.92	0.7	0.54	0.91	0.47	0.36	0.046	0.84	0.73	0.94	0.84	0.53	0.25	0.73	0.71	0.94	0.66	0.78	0.85	0.76	0.45	0.83	0.76	0.93	0.021	0.27	0.84	0.029	0.45	0.83	0.67	0.69	0.12
YOL028C	0.78	0.33	0.78	0.57	0.53	0.3	0.089	0.25	0.75	0.28	0.44	0.62	0.53	0.45	0.96	0.7	0.96	0.78	0.44	0.33	0.71	0.53	0.71	0.32	0.72	0.71	0.75	0.4	0.27	0.3	0.51	0.94	0.38	0.8	0.87	0.51	0.31	0.73	0.8	0.26	0.25	0.72	0.46	0.51	0.32	0.072	0.19	0.49	0.034	0.5	0.47	0.37	0.61	0.63	0.58	0.013	0.15	0.42	0.39	0.85	0.91	0.41	0.44	0.4	0.0038	0.21	0.52	1	0.21	0.91	0.63	0.46	0.31	0.45	0.84	0.11	0.55	0.85	0.045	0.2	0.34	0.83	0.43	0.32	0.13	0.37	0.6	0.15	0.27	0.74	0.17	0.18	0.66	0.6	0.67	0.85	0.69	0.35	0.51	0.48	0.88	0.083	0.35	0.51	0.44	0.53	0.61	0.83	0.73	0.34	0.69	0.087	0.14
YOL029C	0.75	0.47	0.03	0.69	0.65	0.99	0.046	0.5	0.84	0.24	0.41	0.49	0.9	0.37	0.66	0.44	1	0.86	0.4	0.34	0.64	1	0.28	0.69	0.7	0.38	0.77	0.7	0.58	0.92	0.63	1	0.3	0.1	0.91	0.68	0.81	0.52	0.98	0.46	0.86	0.8	0.74	0.88	0.67	0.76	0.97	0.68	0.4	0.31	0.35	0.38	0.51	0.88	0.87	0.77	0.004	0.85	0.11	0.96	0.72	0.15	0.78	0.61	0.62	0.56	0.44	0.46	0.32	0.8	0.47	0.93	0.24	0.9	0.2	0.44	0.31	0.47	0.37	1	0.9	0.59	0.22	1	0.68	0.048	0.97	0.25	0.32	0.88	0.29	0.5	0.33	0.77	0.46	0.59	0.85	1	1	0.58	0.49	0.74	0.44	0.93	0.31	0.44	0.67	0.81	0.096	0.024	1	0.53	1
YOL030W	0.68	0.37	0.86	0.87	0.96	0.91	0.053	0.37	0.56	0.42	0.55	0.95	0.75	0.84	0.76	0.87	0.3	0.45	0.46	0.53	0.58	0.00018	0.13	0.31	0.75	0.5	0.83	0.64	0.44	0.61	0.87	0.045	0.53	0.87	0.93	0.88	0.53	0.53	0.71	0.69	0.55	0.66	0.33	0.33	0.082	0.15	0.95	0.89	0.11	0.25	0.26	0.79	0.47	0.65	0.57	0.18	0.81	0.33	0.74	0.91	0.8	0.27	0.3	0.48	0.6	0.72	0.56	0.51	0.23	0.65	0.88	0.29	0.77	0.87	0.37	0.34	0.37	0.68	0.13	0.31	0.89	0.56	0.44	0.71	0.1	0.08	0.17	0.25	0.36	0.1	0.11	0.94	0.73	0.2	0.71	0.74	0.83	0.48	0.85	0.25	0.86	0.76	0.61	0.46	0.51	0.65	0.41	0.75	0.86	0.12	0.53	0.41	0.17
YOL031C	0.68	0.37	0.86	0.87	0.96	0.91	0.053	0.37	0.56	0.42	0.55	0.95	0.75	0.84	0.76	0.87	0.3	0.45	0.46	0.53	0.58	0.00018	0.13	0.31	0.75	0.5	0.83	0.64	0.44	0.61	0.87	0.045	0.53	0.87	0.93	0.88	0.53	0.53	0.71	0.69	0.55	0.66	0.33	0.33	0.082	0.15	0.95	0.89	0.11	0.25	0.26	0.79	0.47	0.65	0.57	0.18	0.81	0.33	0.74	0.91	0.8	0.27	0.3	0.48	0.6	0.72	0.56	0.51	0.23	0.65	0.88	0.29	0.77	0.87	0.37	0.34	0.37	0.68	0.13	0.31	0.89	0.56	0.44	0.71	0.1	0.08	0.17	0.25	0.36	0.1	0.11	0.94	0.73	0.2	0.71	0.74	0.83	0.48	0.85	0.25	0.86	0.76	0.61	0.46	0.51	0.65	0.41	0.75	0.86	0.12	0.53	0.41	0.17
YOL032W	0.74	0.72	0.28	0.37	0.47	0.2	0.59	0.95	0.83	0.32	0.38	0.033	0.78	0.51	0.89	0.22	0.55	0.26	0.31	0.72	0.25	0.75	0.28	0.49	0.69	0.7	0.5	0.49	0.78	0.65	0.33	0.2	0.56	0.33	0.39	0.45	0.16	0.62	0.53	0.39	0.59	0.71	0.44	0.93	0.96	0.64	0.58	0.61	0.87	0.44	0.91	1	0.11	0.22	0.6	0.32	0.65	1	0.7	0.031	0.024	0.43	0.56	0.33	0.54	0.95	0.55	1	0.64	0.051	0.23	0.32	0.23	0.48	0.49	0.71	0.41	0.37	0.87	0.7	0.6	0.52	0.58	0.48	0.73	0.72	0.49	0.15	0.32	0.85	0.53	0.73	0.051	0.54	0.64	1	0.5	0.49	0.44	0.26	0.43	0.41	0.86	0.095	0.47	0.44	0.8	0.55	0.42	0.44	0.51	0.81	0.52
YOL033W	0.5	0.84	0.37	0.16	0.6	0.51	0.94	0.91	0.86	0.93	0.23	0.0055	0.83	0.66	0.13	0.4	0.26	0.6	0.64	0.56	0.0081	0.78	1	0.64	0.76	0.57	0.091	0.71	0.81	0.43	0.27	0.43	0.71	0.059	0.44	0.26	0.6	0.24	0.48	0.74	0.5	0.096	0.53	0.44	0.65	0.8	0.41	0.44	0.65	0.75	0.87	0.5	0.51	0.53	0.62	0.66	0.8	0.64	0.75	0.35	0.57	1	0.77	0.45	0.41	0.94	0.58	1	0.74	0.032	0.37	0.3	0.13	0.13	0.44	0.91	0.39	0.66	0.75	1	0.69	0.83	0.77	1	0.38	1	0.24	0.66	1	0.97	1	0.13	0.35	0.64	0.54	0.18	0.51	1	1	0.38	0.14	0.21	0.4	0.77	0.27	0.42	0.71	0.13	0.32	0.74	0.64	0.71	0.6
YOL034W	0.0077	0.67	0.21	0.13	0.46	0.41	0.57	0.92	0.68	0.61	0.72	0.24	0.42	0.23	0.48	0.23	0.56	0.045	0.37	0.88	0.55	0.55	0.037	0.63	0.28	0.9	0.46	0.44	0.13	0.18	0.18	0.21	0.38	0.64	0.37	0.025	0.17	0.11	0.55	0.35	0.36	0.58	0.86	0.74	0.54	0.59	0.47	0.24	0.26	0.91	0.71	0.06	0.2	0.38	0.028	0.2	0.078	0.038	0.29	0.038	0.15	0.32	0.76	0.37	0.57	0.86	0.42	0.44	0.039	0.34	0.7	0.25	0.49	0.83	0.45	0.72	0.2	0.17	0.13	1	0.35	0.19	0.24	0.15	0.35	0.61	0.96	0.17	0.69	0.46	0.25	0.26	0.026	0.012	0.13	0.07	0.45	0.47	0.42	0.25	0.097	0.7	0.96	0.0057	0.77	0.6	0.079	0.71	0.59	0.32	0.89	0.42	0.98
YOL035C	0.26	0.96	0.2	0.52	0.26	0.45	0.44	0.97	0.88	0.64	0.066	0.66	0.56	0.68	0.094	0.45	0.0047	0.41	0.73	0.14	0.32	0.91	0.21	0.46	0.48	0.029	0.4	0.58	0.26	0.67	0.84	0.27	0.41	0.61	0.37	0.18	0.85	0.42	0.48	0.46	0.3	0.45	0.25	0.59	0.18	0.55	0.77	0.32	0.15	0.62	0.61	0.17	0.72	0.75	0.39	0.048	0.29	0.16	0.27	0.22	0.43	0.051	0.92	0.32	0.58	0.36	0.67	1	0.045	0.67	0.51	0.55	0.88	0.83	0.54	0.99	0.62	0.63	0.28	0.22	0.29	0.81	0.27	0.88	0.53	0.011	0.47	0.65	0.29	0.36	0.087	0.42	0.25	0.56	0.2	0.23	0.34	0.79	0.69	0.31	0.3	0.64	0.99	0.46	0.19	0.39	0.56	0.033	0.83	0.83	0.93	0.3	0.64
YOL036W	0.00018	0.5	0.18	0.21	0.69	0.4	0.61	0.87	0.39	0.64	0.71	0.25	0.51	0.036	0.63	0.55	0.38	0.2	0.48	0.96	0.49	0.92	0.46	0.53	0.13	0.97	0.67	0.38	0.2	0.33	0.37	0.0021	0.25	0.8	0.52	0.59	0.14	0.49	0.63	0.34	0.58	0.26	0.14	0.63	0.98	0.74	0.65	0.47	0.79	0.75	0.9	0.26	0.26	0.12	0.85	0.76	0.92	0.22	0.92	0.0095	0.046	0.25	0.81	0.061	0.57	0.61	0.35	0.43	0.83	0.13	0.32	0.43	0.92	0.43	0.47	0.53	0.4	0.018	0.82	0.13	0.72	0.6	1	0.0063	0.47	0.84	0.98	0.0056	0.74	0.62	0.31	0.51	0.24	0.35	0.085	0.59	0.56	0.29	0.21	0.032	0.64	0.37	0.79	0.026	0.64	0.72	0.14	0.35	0.64	0.12	0.62	0.22	0.89
YOL037C	0.26	0.96	0.2	0.52	0.26	0.45	0.44	0.97	0.88	0.64	0.066	0.66	0.56	0.68	0.094	0.45	0.0047	0.41	0.73	0.14	0.32	0.91	0.21	0.46	0.48	0.029	0.4	0.58	0.26	0.67	0.84	0.27	0.41	0.61	0.37	0.18	0.85	0.42	0.48	0.46	0.3	0.45	0.25	0.59	0.18	0.55	0.77	0.32	0.15	0.62	0.61	0.17	0.72	0.75	0.39	0.048	0.29	0.16	0.27	0.22	0.43	0.051	0.92	0.32	0.58	0.36	0.67	1	0.045	0.67	0.51	0.55	0.88	0.83	0.54	0.99	0.62	0.63	0.28	0.22	0.29	0.81	0.27	0.88	0.53	0.011	0.47	0.65	0.29	0.36	0.087	0.42	0.25	0.56	0.2	0.23	0.34	0.79	0.69	0.31	0.3	0.64	0.99	0.46	0.19	0.39	0.56	0.033	0.83	0.83	0.93	0.3	0.64
YOL038W	0.58	0.76	0.55	0.31	0.75	0.42	0.83	0.95	0.74	0.62	0.18	0.56	0.43	0.65	0.17	0.5	0.036	0.063	0.9	0.25	0.13	0.87	0.13	0.39	0.38	0.017	0.094	0.6	0.41	0.57	0.69	0.44	0.1	0.48	0.098	0.59	0.27	0.4	0.32	0.43	0.23	0.25	0.59	0.21	0.83	0.73	0.4	0.61	0.34	0.81	0.2	0.43	0.25	0.52	0.21	0.23	0.67	0.11	0.82	0.39	0.14	0.44	0.75	0.42	0.49	0.43	0.91	1	0.28	0.36	0.59	0.4	0.55	0.38	0.35	0.66	0.53	0.53	0.14	0.4	0.23	0.58	0.35	0.53	0.42	0.54	0.81	0.49	0.42	0.34	0.66	0.2	0.13	0.59	0.2	0.56	0.36	0.73	0.52	0.22	0.35	0.22	0.068	0.66	0.11	0.35	0.47	0.1	0.67	0.79	0.73	0.46	0.034
YOL039W	0.86	0.43	0.94	0.77	0.9	0.85	0.058	0.9	0.39	0.97	0.25	0.51	0.52	0.91	0.59	0.39	0.049	0.66	0.98	0.16	8.1e-08	0.93	0.22	0.79	0.4	0.24	0.0047	0.95	0.59	0.82	0.73	0.066	0.62	0.97	0.32	0.49	0.63	0.21	0.66	0.69	0.81	0.36	0.0097	0.92	0.23	0.14	0.7	0.36	0.12	0.065	0.41	0.45	0.64	0.73	0.41	0.0051	0.84	0.9	0.048	0.27	0.25	0.68	0.031	0.081	0.9	0.19	0.84	0.65	0.041	0.00012	0.92	0.71	0.68	0.024	0.9	0.86	0.62	0.17	0.35	0.65	0.98	0.79	0.98	0.72	0.023	0.89	0.64	0.0021	0.88	0.42	0.83	0.85	0.57	0.45	0.79	0.59	0.94	0.63	0.12	0.98	0.97	0.82	0.59	0.12	0.22	0.025	0.48	0.24	0.99	0.91	0.96	0.46	0.4
YOL040C	0.86	0.43	0.94	0.77	0.9	0.85	0.058	0.9	0.39	0.97	0.25	0.51	0.52	0.91	0.59	0.39	0.049	0.66	0.98	0.16	8.1e-08	0.93	0.22	0.79	0.4	0.24	0.0047	0.95	0.59	0.82	0.73	0.066	0.62	0.97	0.32	0.49	0.63	0.21	0.66	0.69	0.81	0.36	0.0097	0.92	0.23	0.14	0.7	0.36	0.12	0.065	0.41	0.45	0.64	0.73	0.41	0.0051	0.84	0.9	0.048	0.27	0.25	0.68	0.031	0.081	0.9	0.19	0.84	0.65	0.041	0.00012	0.92	0.71	0.68	0.024	0.9	0.86	0.62	0.17	0.35	0.65	0.98	0.79	0.98	0.72	0.023	0.89	0.64	0.0021	0.88	0.42	0.83	0.85	0.57	0.45	0.79	0.59	0.94	0.63	0.12	0.98	0.97	0.82	0.59	0.12	0.22	0.025	0.48	0.24	0.99	0.91	0.96	0.46	0.4
YOL041C	0.012	0.94	0.9	0.19	0.088	0.23	0.94	0.8	0.75	0.5	0.56	0.65	0.25	0.25	0.13	0.025	0.71	0.41	0.46	0.31	0.15	0.96	0.37	0.23	0.13	0.63	0.1	0.26	0.15	0.1	0.14	0.16	0.0024	0.79	0.17	0.01	0.29	0.19	0.27	0.65	0.16	0.28	0.93	0.085	0.51	0.24	0.048	1	0.28	0.97	0.47	0.14	0.32	0.14	0.0098	0.14	0.95	0.01	0.59	0.09	0.29	0.051	0.71	0.38	0.71	0.3	0.87	0.53	0.42	0.32	0.23	0.18	0.26	0.58	0.35	0.67	0.32	0.12	0.15	0.43	0.66	0.35	0.5	0.83	0.28	0.5	0.56	0.76	0.27	0.36	0.32	0.066	0.52	0.65	0.25	0.043	0.18	0.55	0.43	0.54	0.45	0.12	0.35	0.63	0.74	0.36	0.027	0.47	0.8	0.81	0.32	0.31	0.54
YOL042W	0.4	1	0.15	0.085	0.66	0.36	0.92	0.93	0.33	0.98	0.54	0.067	0.72	0.58	0.73	0.43	0.17	0.62	0.39	0.56	0.23	0.36	0.16	0.0086	0.66	0.86	0.54	0.29	0.36	0.017	0.038	0.36	0.34	0.099	0.53	0.045	0.25	0.022	0.11	0.6	0.69	0.74	0.89	0.2	0.86	0.8	0.11	0.31	0.59	0.82	0.63	0.25	0.18	0.11	0.16	0.85	0.32	1	0.85	0.12	0.014	0.56	0.78	0.65	0.4	0.54	0.46	0.42	0.97	0.24	0.2	0.26	0.71	0.69	0.37	0.33	0.2	0.41	0.49	1	0.28	0.14	0.95	0.6	0.057	0.84	0.29	0.21	0.51	0.21	0.31	0.013	0.0097	0.42	0.23	0.39	0.52	1	1	0.5	0.012	0.33	0.78	0.58	1	0.83	0.57	0.57	0.19	0.48	0.15	0.33	0.18
YOL043C	0.4	1	0.15	0.085	0.66	0.36	0.92	0.93	0.33	0.98	0.54	0.067	0.72	0.58	0.73	0.43	0.17	0.62	0.39	0.56	0.23	0.36	0.16	0.0086	0.66	0.86	0.54	0.29	0.36	0.017	0.038	0.36	0.34	0.099	0.53	0.045	0.25	0.022	0.11	0.6	0.69	0.74	0.89	0.2	0.86	0.8	0.11	0.31	0.59	0.82	0.63	0.25	0.18	0.11	0.16	0.85	0.32	1	0.85	0.12	0.014	0.56	0.78	0.65	0.4	0.54	0.46	0.42	0.97	0.24	0.2	0.26	0.71	0.69	0.37	0.33	0.2	0.41	0.49	1	0.28	0.14	0.95	0.6	0.057	0.84	0.29	0.21	0.51	0.21	0.31	0.013	0.0097	0.42	0.23	0.39	0.52	1	1	0.5	0.012	0.33	0.78	0.58	1	0.83	0.57	0.57	0.19	0.48	0.15	0.33	0.18
